,title,description,originallink,link,pubDate
16,국제유가 하락세…달러-원 영향은,"A은행의 외환 딜러는 ""에너지 수요가 전체 결제 물량의 30%가량을 차지하며 유가 반락이 달러-원 하락에 호재로 작용하는 것은 맞는다""면서도 ""국제유가가 6월 중순 이후 두 달간 추세적으로 하락해왔지만 서울환시에서... ",http://news.einfomax.co.kr/news/articleView.html?idxno=4229257,http://news.einfomax.co.kr/news/articleView.html?idxno=4229257,"Thu, 18 Aug 2022 11:24:00 +0900"
17,국제 유가 하락 영향…7월 수입물가지수 0.9%↓,6월과 비교해 품목별로는 원재료 중 광산품(-2.8%)의 하락 폭이 가장 컸다. 이는 7월 평균 국제 유가가 두바이유 기준 한 달 새 8.9%(배럴당 113.27→103.14달러) 떨어진 영향이다. 원재료 중 농림수산품도 1.1% 낮아졌고... ,https://news.imaeil.com/page/view/2022081215582428464,https://n.news.naver.com/mnews/article/088/0000770642?sid=101,"Fri, 12 Aug 2022 17:00:00 +0900"
18,7월 수입물가지수 0.9%↓…유가 하락에 석달만에 떨어져,품목별로는 6월과 비교해 원재료 중 광산품(-2.8%)의 하락 폭이 가장 컸다. 7월 평균 국제 유가가 두바이유 기준으로 한 달 새 8.9%(배럴당 113.27→103.14달러) 떨어진 영향이다. 원재료 중 농림수산품도 1.1% 낮아졌고... ,https://www.yna.co.kr/view/AKR20220811140100002?input=1195m,https://n.news.naver.com/mnews/article/001/0013370430?sid=101,"Fri, 12 Aug 2022 06:01:00 +0900"
19,"200달러간다던 유가, 90달러 밑으로...두달여만에 30% 급락","이날 WTI 종가는 지난 6월 배럴당 122달러대에서 27%가량 떨어진 수준이다. 뉴욕타임스(NYT)는 ""지난 봄... 인플레이션 압력을 높여온 유가가 지속해서 하락 추세를 보임에 따라 ‘인플레이션 정점론’ 전망에도 힘이... ",https://view.asiae.co.kr/article/2022081609124334973,https://n.news.naver.com/mnews/article/277/0005133108?sid=101,"Tue, 16 Aug 2022 10:49:00 +0900"
20,수입물가 3개월 만에 0.9% ↓…국제 유가 등 하락세 영향,연합뉴스 품목별로는 6월과 비교해 원재료 중 광산품(-2.8%)의 하락 폭이 가장 컸다. 7월 평균 국제 유가가 두바이유 기준으로 한 달 새 8.9%(배럴당 113.27→103.14달러) 떨어진 영향이다. 원재료 중 농림수산품도 1.1... ,http://www.segye.com/content/html/2022/08/12/20220812513152.html?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003724673?sid=101,"Fri, 12 Aug 2022 15:22:00 +0900"
21,"'중국발 악재'에도 美증시 'UP', 유가 80달러대 '뚝↓'[뉴욕마감]",이같은 유가 하락세에 미국 내 휘발유 가격도 갤런당 4달러 아래로 떨어졌다. 전미자동차협회(AAA)에 따르면 이날 미국 전역의 일반휘발유 평균가격은 갤런당(1갤런= 약 3.785리터) 3.956달러를 기록했다. 지난 6월14일... ,http://news.mt.co.kr/mtview.php?no=2022081606522666192,https://n.news.naver.com/mnews/article/008/0004783133?sid=101,"Tue, 16 Aug 2022 06:58:00 +0900"
22,국제유가 하락에 7월 수입물가 하락…소비자물가 영향은(종합),국제유가와 곡물가격 하락의 영향이 컸다. 지난달 월평균 두바이유 가격은 배럴당 103.1달러로 전월보다 8.9% 떨어졌다. 올해 1월 배럴당 83.5달러였던 두바이유 가격은 3월 110.9달러로 100달러선을 돌파했다. 이후 6월... ,https://view.asiae.co.kr/article/2022081210174131892,https://n.news.naver.com/mnews/article/277/0005131916?sid=101,"Fri, 12 Aug 2022 10:55:00 +0900"
23,7월 수입물가지수 0.9%↓…국제유가 하락 영향,품목별로는 6월과 비교해 원재료 중 광산품의 하락 폭이 2.8%로 가장 컸습니다. 7월 평균 국제 유가가 두바이유 기준으로 한 달 새 8.9%(배럴당 113.27→103.14달러) 내린 영향입니다. 중간재는 석탄 및 석유제품(-3.3... ,https://news.kbs.co.kr/news/view.do?ncd=5531281&amp;ref=A,https://n.news.naver.com/mnews/article/056/0011319503?sid=101,"Fri, 12 Aug 2022 06:00:00 +0900"
24,'6개월래 최저'…국제 유가 하락에 다시 뜨는 '성장주',"2003년 3월, 2005년 4월, 2008년 7월, 2011년 11월, 2016년 12월, 2018년 6월이다. 해당 시기 코스피 수익률을 앞선... 수요측 유가하락 요인이 더 악화하지 않고, 지정학적 위험이 재발하지 않는다는 전제하에 가능하다는... ",https://view.asiae.co.kr/article/2022081710160303333,https://n.news.naver.com/mnews/article/277/0005133904?sid=101,"Wed, 17 Aug 2022 13:30:00 +0900"
25,유가 하락에 9월 항공료 저렴해진다,"국제선 유류할증료는 올해 3월 10단계, 4월 14단계, 5월 17단계, 6월 19단계, 7~8월 22단계 등으로 꾸준히 올랐다. 하지만 최근 국제유가 하락세로 전환점을 맞게 됐다대한항공과 아시아나항공의 국내선 유류할증료도... ",http://www.fnnews.com/news/202208161813432358,https://n.news.naver.com/mnews/article/014/0004884001?sid=101,"Tue, 16 Aug 2022 18:14:00 +0900"
26,"기름값 6주 연속 하락…휘발유, 5개월만에 1700원대 '눈앞'","국내 유가가 6주 연속 내리면서 한때 리터당 2100원이 넘었던 휘발유와 경유는 각각 1700원대, 1800원대... 가격 하락세도 당분간 이어질 전망이다. 국제 휘발유(92RON) 가격은 지난 6월30일 배럴당 143.08달러에서... ",https://www.news1.kr/articles/4771832,https://n.news.naver.com/mnews/article/421/0006275950?sid=101,"Sat, 13 Aug 2022 07:05:00 +0900"
27,국제유가·항공가 동반 하락…여행심리 여전히 '꽁꽁',천정부지로 치솟던 유가가 조금씩 제자리를 찾는 모양새다. 항공업계도 하락세에 맞춰 유류할증료를... 국제항공운송협회(IATA)는 글로벌 항공사의 지난 6월 평균 화물적재율이 1년 전보다 6.9%포인트(p) 하락했다고... ,https://www.econovill.com/news/articleView.html?idxno=586087,https://www.econovill.com/news/articleView.html?idxno=586087,"Wed, 17 Aug 2022 13:18:00 +0900"
28,"7월 수입물가 전월비 0.9%↓…""국제유가 하락 영향""","월평균 두바이유 가격은 지난 6월 113.27에서 7월 103.14로 8.9% 하락했다. 이에 따라 원유가 속한 광산품이 전월 대비 2.8% 감소했고, 중간재에 포함된 석탄 및 석유제품도 3.3% 떨어졌다. 구체적으로 제트유가 14.2... ",https://www.news1.kr/articles/4770792,https://n.news.naver.com/mnews/article/421/0006273986?sid=101,"Fri, 12 Aug 2022 06:00:00 +0900"
29,휘발유 평균 판매가격 1833.2원...국내 기름값 6주째 하락,유류세 인하 폭 확대와 국제 유가 하락 등의 영향 때문이다. 13일 한국석유공사 유가정보서비스... 유류세 추가 인하 직전인 6월 30일(2천144.9원)과 비교하면 6주 새 339원 이상 내린 셈이다. 국내 최고가 지역인... ,http://www.kado.net/news/articleView.html?idxno=1139759,https://n.news.naver.com/mnews/article/654/0000017403?sid=101,"Sat, 13 Aug 2022 08:31:00 +0900"
30,유가 급락에 7월 수입물가도 하락했다…인플레 압력 줄어들까,원화값이 지난 6월 달러당 1277.35원에서 7월 달러당 1307.4원으로 2.4% 하락(환율 상승)한 영향이다. 국제 유가 하락 등에도 원화값 하락이 수입물가 하락 폭을 줄였다. 수입물가가 떨어지며 국내 소비자물가지수(CPI)의... ,https://www.joongang.co.kr/article/25093862,https://n.news.naver.com/mnews/article/025/0003216251?sid=101,"Fri, 12 Aug 2022 06:00:00 +0900"
31,7월 수입물가지수 0.9%↓…유가 하락에 석달만에 떨어져,품목별로는 6월과 비교해 원재료 중에서 원유 등 광산품(-2.8%)의 하락폭이 가장 컸다. 7월 평균 국제유가(두바이유 기준)가 한 달 새 8.9%(배럴당 113.27달러→103.14달러) 떨어진 영향이다. 중간재 중에 석탄... ,https://www.hani.co.kr/arti/economy/economy_general/1054515.html,https://n.news.naver.com/mnews/article/028/0002602158?sid=101,"Fri, 12 Aug 2022 10:33:00 +0900"
32,"7월 수입물가지수, 국제유가 하락에 0.9% 내려",49로 지난 6월(154.87)보다 0.9% 하락했다. 전년 동월 대비로는 27.9% 올라 11개월 연속 상승세를 이어갔다. 품목별로 보면 원재료 중 광산품 가격은 전달 대비 2.8% 내렸다. 지난달 국제유가가 두바이유 기준으로 8.9... ,https://www.khan.co.kr/economy/economy-general/article/202208120754001,https://n.news.naver.com/mnews/article/032/0003166162?sid=101,"Fri, 12 Aug 2022 07:55:00 +0900"
33,"7월 수입물가, 석 달 만에 '하락'…국제유가 하락 영향",국제유가가 하락한 가운데 광산품과 석탄및석유제품 등이 내린 영향이다. 지난달 월평균 두바이유 가격은 103.14달러로 6월(113.27달러)보다 8.9% 하락했다. 전년 동월 대비로는 41.4% 뛰었다. 원재료는 광산품을... ,https://www.hankyung.com/economy/article/2022081177616,https://n.news.naver.com/mnews/article/015/0004736131?sid=101,"Fri, 12 Aug 2022 06:02:00 +0900"
34,[국제유가] 中 중국 경제지표 둔화에 '하락'… 'WTI 89.41弗',"이번 국제유가 하락은 중국 경제지표 둔화, 이란 핵 협상 진전 기대감과 미국 멕시코만 생산시설 재가동... 7% 증가했다고 발표, 이는 6월 실적 및 예상에 미달하며 중국 경기 둔화 우려가 확대됐다. 이에 중국... ",https://biz.newdaily.co.kr/site/data/html/2022/08/16/2022081600029.html,https://biz.newdaily.co.kr/site/data/html/2022/08/16/2022081600029.html,"Tue, 16 Aug 2022 10:12:00 +0900"
35,7월 수입물가 전월比 0.9%↓…석 달만에 하락 전환,"7월 수입물가(원화기준)는 국제유가 하락 영향으로 광산품, 석탄 및 석유제품 등이 내리며 전월대비 하락했다. 전년동월대비로는 27.9% 오르며 17개월 연속 상승했다. 두바이유 가격은 6월 113.27달러에서 7월 103.... ",http://www.joseilbo.com/news/news_read.php?uid=463214&class=18&grp=,https://n.news.naver.com/mnews/article/123/0002283065?sid=101,"Fri, 12 Aug 2022 06:02:00 +0900"
36,국제유가 하락에 수출입 물가 하락전환,국제유가가 하락하면서 원·달러 환율 상승 영향을 상쇄했다는 설명이다. 원·달러환율은 7월 평균 달러당 1307.40원으로 6월 1277.35원보다 2.4% 상승했다. 수출물가지수는 전년동월 대비로는 16.3% 상승해 18개월 연속... ,http://www.fnnews.com/news/202208111507311007,https://n.news.naver.com/mnews/article/014/0004882149?sid=101,"Fri, 12 Aug 2022 06:01:00 +0900"
37,7월 수입물가 3개월 만에 하락 전환… “국제유가 하락 영향”,한국은행이 11일 발표한 7월 수출입 물가지수에 따르면 지난달 수입물가지수(원화 기준 잠정치·2015년 수준 100)는 153.49로 6월(154.87)보다 0.9% 하락했다. 지난달 국제 유가 떨어지면서 수입 제품의 가격 수준이... ,https://www.chosun.com/economy/economy_general/2022/08/12/2NFKLHQSYRD7DD5POHXAFU7FXY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003709537?sid=101,"Fri, 12 Aug 2022 09:26:00 +0900"
38,"국제유가 내리자, 수입물가 석달만에 하락","두바이유 가격은 6월 배럴당 평균 113.27달러에서 7월에 103.14달러로 8.9% 내렸다. 유가 하락의 영향으로 광산품과 농림수산품 등 원재료 가격이 2.6%, 석탄 및 석유제품 등 중간재 가격이 0.2% 각각 하락했다. 미국에서도... ",https://www.donga.com/news/article/all/20220813/114939211/1,https://n.news.naver.com/mnews/article/020/0003445280?sid=101,"Sat, 13 Aug 2022 03:01:00 +0900"
39,[뉴욕유가] 中성장률 우려·이란 핵합의 기대에 하락,7월 중국 소매판매 역시 전년동기 대비 2.7% 증가하면서 6월보다 낮은 수준을 기록했다. 이와 함께 중국... 아울러 이란 핵합의(JCPOA·포괄적 공동행동계획) 복원에 대한 기대도 유가 하락을 이끌었다. 이란 핵합의가... ,http://news.einfomax.co.kr/news/articleView.html?idxno=4228760,http://news.einfomax.co.kr/news/articleView.html?idxno=4228760,"Tue, 16 Aug 2022 06:00:00 +0900"
40,미 연준 “금리 더 올려야”… 3대 지수 하락 마감 [뉴욕 증시],"내렸다”며 “유가 하락이 단기적으로 인플레이션에 영향을 미칠 수는 있지만, 향후 급등... 연준은 지난 6월 이후 두 차례 연속 자이언트 스텝을 밟았었다. 이는 1980년대 초반 이후 가장 빠른 금리... ",http://www.fntimes.com/html/view.php?ud=2022081807011455129249a1ae63_18,http://www.fntimes.com/html/view.php?ud=2022081807011455129249a1ae63_18,"Thu, 18 Aug 2022 07:06:00 +0900"
41,곳곳서 빨간불 켜진 中 경제...국제 유가 6개월만에 최저 수준,국제 유가가 하락했다”고 설명했다. 지속하는 봉쇄 조치에 생산·소비·고용 모두 부진 중국 경제는... 시장 예상치(4.5% 안팎)뿐만 아니라 코로나 봉쇄 여파가 가시지 않은 지난 6월 증가율(3.9%)보다도 낮았다. 중국... ,https://www.joongang.co.kr/article/25094732,https://n.news.naver.com/mnews/article/025/0003217043?sid=101,"Tue, 16 Aug 2022 18:07:00 +0900"
42,국제유가 9% 떨어지니 수입물가 석달만에 하락,7월 평균 국제유가는 두바이유 기준으로 배럴당 103.14달러를 기록했다. 이는 6월 평균 113.27달러에 비해 한 달 새 8.9% 하락한 수준이다. 품목별로는 원재료 중 광산품 수입물가 하락 폭이 2.8%로 가장 컸으며... ,http://news.mk.co.kr/newsRead.php?no=714956&year=2022,https://n.news.naver.com/mnews/article/009/0005003979?sid=101,"Fri, 12 Aug 2022 17:45:00 +0900"
43,"수입물가지수, 국제유가 하락에 석달만에 떨어져",품목별로는 6월과 비교해 원재료 중 광산품(-2.8%)의 하락 폭이 가장 컸다. 7월 평균 국제 유가가 두바이유 기준으로 한 달 새 8.9%(배럴당 113.27→103.14달러) 떨어진 영향이다. 원재료 중 농림수산품도 1.1% 낮아졌고... ,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202208120007&t=NN,https://n.news.naver.com/mnews/article/215/0001048138?sid=101,"Fri, 12 Aug 2022 06:49:00 +0900"
44,"국제유가, 1월이후 최저치로 떨어져...WTI, 3.2%↓86달러에 마감",바이든 대통령이 지난6월 한 연설에서 휘발유 가격이 갤러당 최저 1달러 이하로 떨어져야한다고 밝혔다. 사진=로이터통신 달러화 강세도 유가 하락에 영향을 미쳤다. 주요 통화 대비 달러화 가치를 나타내는... ,http://www.getnews.co.kr/news/articleView.html?idxno=595421,http://www.getnews.co.kr/news/articleView.html?idxno=595421,"Wed, 17 Aug 2022 05:06:00 +0900"
45,"유가 하락, 중국 경제지표 둔화…WTI 90달러 아래로",7월 중국 소매판매 역시 전년동기 대비 2.7% 증가하면서 6월보다 낮은 수준을 기록했다. 이같은 경제 지표... 이란 핵합의(JCPOA·포괄적 공동행동계획) 복원에 대한 기대도 유가 하락을 이끌었다. 이란 핵합의가... ,https://www.ebn.co.kr/news/view/1542537/?sc=Naver,https://www.ebn.co.kr/news/view/1542537/?sc=Naver,"Tue, 16 Aug 2022 09:16:00 +0900"
46,7월 수입물가 석달 만에 하락세…국제유가 하락 영향,7월 평균 국제유가(두바이유 기준)는 배럴당 103.14달러로 6월(배럴당 113.27달러)에 비해 8.9% 하락했다. 지난해 7월과 비교하면 41.4% 상승한 수치다. 품목별로는 전월대비 기준 원재료가 광산품(-2.8%)과 농림수산품(-1.1... ,http://sports.hankooki.com/news/articleView.html?idxno=6804531,http://sports.hankooki.com/news/articleView.html?idxno=6804531,"Fri, 12 Aug 2022 16:22:00 +0900"
47,WTI 유가 80달러대로 '뚝↓'…더 떨어질까?,이같은 유가 하락세에 미국 내 휘발유 가격도 갤런당 4달러 아래로 떨어졌다. 전미자동차협회(AAA)에 따르면 이날 미국 전역의 일반휘발유 평균가격은 갤런당(1갤런=약 3.785리터) 3.956달러를 기록했다. 지난 6월14일 기록한... ,http://news.mt.co.kr/mtview.php?no=2022081606175122374,https://n.news.naver.com/mnews/article/008/0004783127?sid=101,"Tue, 16 Aug 2022 06:22:00 +0900"
48,국제유가 하락에 항공주 동반 상승…진에어 8%↑,여기에 지난 6월8일부로 해외입국자 7일 격리 조치가 해제되면서 여객 수요 증가에 보탬이 됐다. 지난밤 국제유가가 하락세를 보인 점도 주가에 영향을 미친 것으로 보인다. 15일(현지시간) 미국 서부... ,http://news.mk.co.kr/newsRead.php?no=721373&year=2022,https://n.news.naver.com/mnews/article/009/0005004769?sid=101,"Tue, 16 Aug 2022 10:02:00 +0900"
49,"7월 수입물가지수 유가 하락 영향 3개월 만에 내려, 수출물가도 하락",하지만 7월에는 두바이유가 6월 대비 8.9% 하락하는 등 국제유가 상승세가 멈춘 데 힘입어 수입물가지수 역시 하락 전환했다. 용도별 분류에 따른 변동률을 살펴보면 중간재인 석탄 및 석유제품(-3.3%)이 6월 대비... ,https://www.businesspost.co.kr/BP?command=article_view&num=289781,https://www.businesspost.co.kr/BP?command=article_view&num=289781,"Fri, 12 Aug 2022 11:26:00 +0900"
50,국제유가 떨어지자 7월 수입물가 0.9% 하락...3개월 만에 내려,품목별로는 6월과 비교해 원재료 중 광산품(-2.8%)의 하락 폭이 가장 컸다. 7월 평균 국제 유가가 두바이유 기준으로 한 달 새 8.9%(배럴당 113.27→103.14달러) 떨어진 영향으로 분석된다. 원재료 중 농림수산품도 1.1... ,https://www.seoul.co.kr/news/newsView.php?id=20220812500028&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003294085?sid=101,"Fri, 12 Aug 2022 09:46:00 +0900"
51,국제유가 상승세 꺾였다… 수입물가 전월비 0.9% 하락,고공행진하던 국제유가가 하락한 영향이다. 월평균 두바이유 가격은 지난 6월 113.27에서 7월 103.14로 8.9% 내렸다. 원유가 속한 광산품이 전월 대비 2.8% 감소했고 중간재에 포함된 석탄 및 석유제품도 3.3... ,http://moneys.mt.co.kr/news/mwView.php?no=2022081208370598518,https://n.news.naver.com/mnews/article/417/0000842199?sid=101,"Fri, 12 Aug 2022 08:43:00 +0900"
52,유가 하락에 석 달 만에 꺾인 수입물가...인플레 잡히나,한은에 따르면 7월 평균 국제유가(두바이유 기준)는 한 달 사이 8.9%(6월 113.27달러→7월 103.14달러) 하락했다. 같은 원재료에 포함되는 농림수산품도 밀(-9.4%)과 옥수수(-1.9%) 등이 내리면서 1.1% 떨어졌다. 중간재 중... ,https://hankookilbo.com/News/Read/A2022081210170004075?did=NA,https://n.news.naver.com/mnews/article/469/0000691275?sid=101,"Fri, 12 Aug 2022 12:01:00 +0900"
53,"""7월 수출입 물가 동반 하락""…국제유가 떨어진 영향",원/달러 평균환율이 6월 1277.35원에서 7월 1307.4원으로 2.4% 올랐지만 국제유가가 하락한 영향이 이를 상쇄했다. 전년동월대비로는 16.3% 상승했는데 6월(23.5%) 오름폭보다 둔화됐다. 수출 물가지수가 내려간 것은... ,http://news.mt.co.kr/mtview.php?no=2022081116122453119,https://n.news.naver.com/mnews/article/008/0004782273?sid=101,"Fri, 12 Aug 2022 06:00:00 +0900"
54,7월 수입물가지수 0.9%↓…3개월 만에 하락 전환,"품목별로 보면 원재료 가운데 광산품의 하락폭이 6월 대비 2.8%로 컸다. 7월 월평균 국제유가가 두바이유 기준으로 배럴당 103.14달러로, 6월 113.27 달러보다 8.9% 떨어진 데 따른 것이다. 원재료 가운데선... ",https://www.nocutnews.co.kr/news/5801312,https://n.news.naver.com/mnews/article/079/0003674290?sid=101,"Fri, 12 Aug 2022 10:41:00 +0900"
55,커지는 중국 경기 둔화 우려…7월 경제지표 부진에 국제유가도 하락,중국의 월별 산업생산 증가율은 지난 4월 상하이 등의 봉쇄 여파로 -2.9%까지 떨어졌다가 5월(0.7%)과 6월(3.9... 중국의 경기 둔화 조짐은 세계적인 경기 침체 우려를 불러오며 국제 유가 하락으로 이어졌다. 이날... ,https://www.khan.co.kr/world/china/article/202208161505001,https://n.news.naver.com/mnews/article/032/0003166846?sid=104,"Tue, 16 Aug 2022 15:06:00 +0900"
